schoolname,ncesid,ncesdistid_admin,ncesdistid_geo,census_id,pp_stloc_raw,pp_fed_raw,pp_total_raw,pp_total_norm_NERDS,flag_nerds,flag_f33,schoolstloc_raw,schoolfed_raw,schooltot_raw,distid_stateassigned,schoolid_stateassigned,distname,address,city,state,zip_code,ncesenroll,enroll_raw,enrollmetric_raw,gradespan,level
Carnelian Elementary,060216000095,0602160,0602160,05503600200000,11153,472,11625,12140.91322,false,NRD,5420358,229392,5649750,36675950000000,36675956035232,Alta Loma Elementary,7105 CARNELIAN ST.,ALTA LOMA,CA,91701,486,486,CALPADS Fall 1 Submission enrollment,KG-06,2
Hermosa Elementary,060216008114,0602160,0602160,05503600200000,9387,161,9548,10063.91322,false,NRD,5463234,93702,5556936,36675950000000,36675956104475,Alta Loma Elementary,10133 WILSON AVE.,ALTA LOMA,CA,91737,603,582,CALPADS Fall 1 Submission enrollment,KG-06,2
Jasper Elementary,060216000096,0602160,0602160,05503600200000,11333,751,12084,12599.91322,false,NRD,5417174,358978,5776152,36675950000000,36675956094940,Alta Loma Elementary,6881 JASPER ST.,ALTA LOMA,CA,91701,478,478,CALPADS Fall 1 Submission enrollment,KG-06,2
Victoria Groves Elementary,060216009298,0602160,0602160,05503600200000,8680,296,8976,9491.913223,false,NRD,5320840,181448,5502288,36675950000000,36675956107510,Alta Loma Elementary,10950 EMERSON,ALTA LOMA,CA,91701,621,613,CALPADS Fall 1 Submission enrollment,KG-06,2
Alta Vista Elementary,060222000098,0602220,0602220,05505400300000,11349,708,12057,13231.80662,false,NRD,6502977,405684,6908661,54718110000000,54718116053854,Alta Vista Elementary,2293 E. CRABTREE AVE.,PORTERVILLE,CA,93257,574,573,CALPADS Fall 1 Submission enrollment,KG-08,3
Alta Vista Innovation High,060162514154,0601625,0601625,NRD,12008,NRD,12008,NRD,false,1,18276176,NRD,18276176,36750510136432,01364320136432,Alta Vista Innovation High,11988 HESPERIA RD.,HESPERIA,CA,92345,1522,1522,CALPADS Fall 1 Submission enrollment,08-12,4
Alta-Dutch Flat Elementary,060225000099,0602250,0602250,05503100300000,13803,1093,14896,15515.15152,false,NRD,1366497,108207,1474704,31667790000000,31667796031017,Alta-Dutch Flat Union Elementary,34050 ALTA-BONNY NOOK RD.,ALTA,CA,95701,99,99,CALPADS Fall 1 Submission enrollment,KG-08,3
Alternatives in Action,060163508674,0601635,0601635,NRD,9564,496,10060,NRD,false,1,1931928,100192,2032120,01611190130625,01306250130625,Alternatives in Action,6221 E. 17TH ST,OAKLAND,CA,94621,202,202,CALPADS Fall 1 Submission enrollment,09-12,4
Adelante Dual Language Academy II,060231014147,0602310,0602310,05504300400000,12791,1708,14499,15440.99792,false,NRD,2200052,293776,2493828,43693690000000,43693690135749,Alum Rock Union Elementary,1970 CINDERELLA LN.,SAN JOSE,CA,95116,172,172,CALPADS Fall 1 Submission enrollment,KG-05,2
Aptitud Community Academy at Goss,060231000106,0602310,0602310,05504300400000,14139,1741,15880,16821.99792,false,NRD,5895963,725997,6621960,43693690000000,43693696046247,Alum Rock Union Elementary,2475 VAN WINKLE LN.,SAN JOSE,CA,95116,417,417,CALPADS Fall 1 Submission enrollment,KG-08,3
Ben Painter Elementary,060231008782,0602310,0602310,05504300400000,13707,1729,15436,16377.99792,false,NRD,4578138,577486,5155624,43693690000000,43693696046122,Alum Rock Union Elementary,500 ROUGH AND READY RD.,SAN JOSE,CA,95133,334,334,CALPADS Fall 1 Submission enrollment,KG-08,3
Clyde L. Fischer Middle,060231000104,0602310,0602310,05504300400000,14995,1772,16767,17708.99792,false,NRD,4333555,512108,4845663,43693690000000,43693696046148,Alum Rock Union Elementary,1720 HOPKINS DR.,SAN JOSE,CA,95122,289,289,CALPADS Fall 1 Submission enrollment,06-08,3
Donald J. Meyer Elementary,060231000113,0602310,0602310,05504300400000,13618,1748,15366,16307.99792,false,NRD,5025042,645012,5670054,43693690000000,43693696046155,Alum Rock Union Elementary,1824 DAYTONA DR.,SAN JOSE,CA,95122,369,369,CALPADS Fall 1 Submission enrollment,KG-05,2
Joseph George Middle,060231000105,0602310,0602310,05504300400000,13553,1734,15287,16228.99792,false,NRD,7061113,903414,7964527,43693690000000,43693696068910,Alum Rock Union Elementary,277 MAHONEY DR.,SAN JOSE,CA,95127,521,521,CALPADS Fall 1 Submission enrollment,06-08,3
Lee Mathson Middle,060231000110,0602310,0602310,05504300400000,14170,1762,15932,16873.99792,false,NRD,4151810,516266,4668076,43693690000000,43693696046197,Alum Rock Union Elementary,2050 KAMMERER AVE.,SAN JOSE,CA,95116,293,293,CALPADS Fall 1 Submission enrollment,06-08,3
Linda Vista Elementary,060231000108,0602310,0602310,05504300400000,12921,1677,14598,15539.99792,false,NRD,6615552,858624,7474176,43693690000000,43693696046213,Alum Rock Union Elementary,100 KIRK AVE.,SAN JOSE,CA,95127,512,512,CALPADS Fall 1 Submission enrollment,KG-05,2
Millard McCollam Elementary,060231000112,0602310,0602310,05504300400000,13273,1672,14945,15886.99792,false,NRD,6663046,839344,7502390,43693690000000,43693696046254,Alum Rock Union Elementary,3311 LUCIAN AVE.,SAN JOSE,CA,95127,502,502,CALPADS Fall 1 Submission enrollment,KG-05,2
Ocala Middle,060231000116,0602310,0602310,05504300400000,13569,1720,15289,16230.99792,false,NRD,6092481,772280,6864761,43693690000000,43693696089270,Alum Rock Union Elementary,2800 OCALA AVE.,SAN JOSE,CA,95148,449,449,CALPADS Fall 1 Submission enrollment,06-08,3
Renaissance at Mathson,060231013126,0602310,0602310,05504300400000,12849,1714,14563,15504.99792,false,NRD,3572022,476492,4048514,43693690000000,43693690126284,Alum Rock Union Elementary,2050 KAMMERER AVE.,SAN JOSE,CA,95116,278,278,CALPADS Fall 1 Submission enrollment,06-08,3
Alview Elementary,060236000125,0602360,0602360,05502000200000,10297,567,10864,11309.83333,false,NRD,1863757,102627,1966384,20651770000000,20651776023865,Alview-Dairyland Union Elementary,20513 RD. 4,CHOWCHILLA,CA,93610,181,181,CALPADS Fall 1 Submission enrollment,KG-03,2
Alvina Elementary Charter,060237000127,0602370,0602370,05501000200000,13443,648,14091,NRD,false,1,2728929,131544,2860473,10619940000000,10619946005730,Alvina Elementary,295 W. SAGINAW AVE.,CARUTHERS,CA,93609,203,203,CALPADS Fall 1 Submission enrollment,KG-08,3
Alvord Continuation High,060243000128,0602430,0602430,05503300300000,16772,1191,17963,18956.73281,false,NRD,2817696,200088,3017784,33669770000000,33669773337128,Alvord Unified,3606 PIERCE ST.,RIVERSIDE,CA,92503,168,168,CALPADS Fall 1 Submission enrollment,09-12,4
Arizona Middle,060243000129,0602430,0602430,05503300300000,11630,1102,12732,13725.73281,false,NRD,10676340,1011636,11687976,33669770000000,33669776031504,Alvord Unified,11045 ARIZONA AVE.,RIVERSIDE,CA,92503,918,918,CALPADS Fall 1 Submission enrollment,06-08,3
Arlanza Elementary,060243000130,0602430,0602430,05503300300000,11880,1282,13162,14155.73281,false,NRD,6141960,662794,6804754,33669770000000,33669776031512,Alvord Unified,5891 RUTLAND AVE.,RIVERSIDE,CA,92503,523,517,CALPADS Fall 1 Submission enrollment,KG-05,2
Collett Elementary,060243000131,0602430,0602430,05503300300000,12393,1764,14157,15150.73281,false,NRD,7163154,1019592,8182746,33669770000000,33669776031520,Alvord Unified,10850 COLLETT AVE.,RIVERSIDE,CA,92505,578,578,CALPADS Fall 1 Submission enrollment,KG-05,2
Foothill Elementary,060243000132,0602430,0602430,05503300300000,12086,1451,13537,14530.73281,false,NRD,6756074,811109,7567183,33669770000000,33669776031538,Alvord Unified,8230 WELLS AVE.,RIVERSIDE,CA,92503,565,559,CALPADS Fall 1 Submission enrollment,KG-05,2
Gateway,060243014097,0602430,0602430,05503300300000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,33669770000000,33669770136143,Alvord Unified,4501 AMBS DR.,RIVERSIDE,CA,92505,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-12,4
Hillcrest High,060243013184,0602430,0602430,05503300300000,11566,946,12512,13505.73281,false,NRD,18945108,1549548,20494656,33669770000000,33669770125732,Alvord Unified,11800 INDIANA AVE.,RIVERSIDE,CA,92503,1638,1638,CALPADS Fall 1 Submission enrollment,09-12,4
La Granada Elementary,060243000133,0602430,0602430,05503300300000,10888,1555,12443,13436.73281,false,NRD,6815888,973430,7789318,33669770000000,33669776031546,Alvord Unified,10346 KELLER AVE.,RIVERSIDE,CA,92505,626,626,CALPADS Fall 1 Submission enrollment,KG-05,2
La Sierra High,060243000134,0602430,0602430,05503300300000,12907,1095,14002,14995.73281,false,NRD,22238761,1886685,24125446,33669770000000,33669773330008,Alvord Unified,4145 LA SIERRA AVE.,RIVERSIDE,CA,92505,1723,1723,CALPADS Fall 1 Submission enrollment,09-12,4
Lake Hills Elementary,060243012032,0602430,0602430,05503300300000,11389,892,12281,13274.73281,false,NRD,8405082,658296,9063378,33669770000000,33669770113605,Alvord Unified,16346 VILLAGE MEADOW DR.,RIVERSIDE,CA,92503,747,738,CALPADS Fall 1 Submission enrollment,KG-05,2
Myra Linn Elementary,060243000136,0602430,0602430,05503300300000,11735,1381,13116,14109.73281,false,NRD,6137405,722263,6859668,33669770000000,33669776031553,Alvord Unified,10435 BRANIGAN WAY,RIVERSIDE,CA,92505,526,523,CALPADS Fall 1 Submission enrollment,KG-05,2
Promenade Elementary,060243009299,0602430,0602430,05503300300000,11379,1148,12527,13520.73281,false,NRD,7589793,765716,8355509,33669770000000,33669776107304,Alvord Unified,550 HAMILTON DR.,CORONA,CA,91719,668,667,CALPADS Fall 1 Submission enrollment,KG-05,2
Rosemary Kennedy Elementary,060243008260,0602430,0602430,05503300300000,13173,1277,14450,15443.73281,false,NRD,6388905,619345,7008250,33669770000000,33669776116339,Alvord Unified,6411 MITCHELL AVE.,RIVERSIDE,CA,92505,489,485,CALPADS Fall 1 Submission enrollment,KG-05,2
S. Christa McAuliffe Elementary,060243008784,0602430,0602430,05503300300000,10986,890,11876,12869.73281,false,NRD,8217528,665720,8883248,33669770000000,33669776106074,Alvord Unified,4100 GOLDEN AVE.,RIVERSIDE,CA,92505,759,748,CALPADS Fall 1 Submission enrollment,KG-05,2
Summit Elementary,060243014022,0602430,0602430,05503300300000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,33669770000000,33669770134171,Alvord Unified,10368 CAMPBELL AVE.,RIVERSIDE,CA,92505,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-05,2
Summit Secondary,060243014032,0602430,0602430,05503300300000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,33669770000000,33669770134189,Alvord Unified,10368 CAMPBELL AVE.,RIVERSIDE,CA,92505,3,3,CALPADS Fall 1 Submission enrollment,06-12,4
Terrace Elementary,060243000139,0602430,0602430,05503300300000,10797,1254,12051,13044.73281,false,NRD,7374351,856482,8230833,33669770000000,33669776031579,Alvord Unified,6601 RUTLAND ST.,RIVERSIDE,CA,92503,687,683,CALPADS Fall 1 Submission enrollment,KG-05,2
Twinhill Elementary,060243000140,0602430,0602430,05503300300000,11454,1389,12843,13836.73281,false,NRD,5188662,629217,5817879,33669770000000,33669776031587,Alvord Unified,11000 CAMPBELL AVE.,RIVERSIDE,CA,92505,459,453,CALPADS Fall 1 Submission enrollment,KG-05,2
Wells Middle,060243000141,0602430,0602430,05503300300000,11919,1118,13037,14030.73281,false,NRD,10715181,1005082,11720263,33669770000000,33669776031595,Alvord Unified,10000 WELLS AVE.,RIVERSIDE,CA,92503,899,899,CALPADS Fall 1 Submission enrollment,06-08,3
Amador High,060245008786,0602450,0602450,05500300800000,8172,79,8251,NRD,false,1,5671368,54826,5726194,03739810000000,03739810330753,Amador County Unified,330 SPANISH ST.,SUTTER CREEK,CA,95685,694,694,CALPADS Fall 1 Submission enrollment,09-12,4
Jackson Junior High,060245009300,0602450,0602450,05500300800000,8183,268,8451,NRD,false,1,3175004,103984,3278988,03739810000000,03739816107387,Amador County Unified,747 SUTTER ST.,JACKSON,CA,95642,388,388,CALPADS Fall 1 Submission enrollment,06-08,3
Pine Grove Elementary STEM Magnet,060245008790,0602450,0602450,05500300800000,8270,206,8476,NRD,false,1,2315600,57680,2373280,03739810000000,03739816002844,Amador County Unified,20101 STATE HIGHWAY 88,JACKSON,CA,95642,280,280,CALPADS Fall 1 Submission enrollment,KG-06,2
Plymouth Elementary,060245008792,0602450,0602450,05500300800000,8403,264,8667,NRD,false,1,1722615,54120,1776735,03739810000000,03739816002869,Amador County Unified,10601 SHERWOOD,PLYMOUTH,CA,95669,205,205,CALPADS Fall 1 Submission enrollment,KG-06,2
Sutter Creek Elementary,060245008793,0602450,0602450,05500300800000,8125,221,8346,NRD,false,1,3095625,84201,3179826,03739810000000,03739816002877,Amador County Unified,340 SPANISH ST.,SUTTER CREEK,CA,95685,385,381,CALPADS Fall 1 Submission enrollment,KG-06,2
Ambassador Phillip V. Sanchez II Public Charter,060216714206,0602167,0602167,NRD,12817,NRD,12817,NRD,false,1,2665936,NRD,2665936,10623800136499,01364990136499,Ambassador Phillip V. Sanchez II Public Charter,830 FRESNO ST.,FRESNO,CA,93706,208,208,CALPADS Fall 1 Submission enrollment,KG-12,4
American Indian Public High,060222711563,0602227,0602227,NRD,10422,495,10917,10124.08759,false,NRD,4283442,203445,4486887,01612590111856,01118560111856,American Indian Public High,746 GRAND AVE.,OAKLAND,CA,94607,411,411,CALPADS Fall 1 Submission enrollment,09-12,4
American River Collegiate Academy,060254114490,0602541,0602541,NRD,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,01401600140160,01401600140160,American River Collegiate Academy District,NRD,NRD,CA,NRD,NRD,NRD,NRD,NRD,NRD
America's Finest Charter,060146814198,0601468,0601468,NRD,10948,757,11705,10810.33632,false,NRD,4860912,336108,5197020,37683380136663,01366630136663,America's Finest Charter,730 45TH ST.,SAN DIEGO,CA,92102,446,444,CALPADS Fall 1 Submission enrollment,KG-12,4
Barton (Clara) Elementary,060261000148,0602610,0602610,05503000200000,11288,718,12006,NRD,false,1,7743568,492548,8236116,30664230000000,30664236027288,Anaheim Elementary,1926 CLEARBROOK LN.,ANAHEIM,CA,92804,693,686,CALPADS Fall 1 Submission enrollment,KG-06,2
Guinn (James M.) Elementary,060261000152,0602610,0602610,05503000200000,11397,625,12022,NRD,false,1,7510623,411875,7922498,30664230000000,30664236027320,Anaheim Elementary,1051 S. SUNKIST ST.,ANAHEIM,CA,92806,666,659,CALPADS Fall 1 Submission enrollment,KG-06,2
Henry (Patrick) Elementary,060261000153,0602610,0602610,05503000200000,11625,731,12356,NRD,false,1,6451875,405705,6857580,30664230000000,30664236027387,Anaheim Elementary,1123 W. ROMNEYA DR.,ANAHEIM,CA,92801,557,555,CALPADS Fall 1 Submission enrollment,KG-06,2
Jefferson (Thomas) Elementary,060261000154,0602610,0602610,05503000200000,12486,764,13250,NRD,false,1,7017132,429368,7446500,30664230000000,30664236027437,Anaheim Elementary,504 E. S. ST.,ANAHEIM,CA,92805,562,562,CALPADS Fall 1 Submission enrollment,KG-06,2
Juarez (Benito) Elementary,060261000155,0602610,0602610,05503000200000,9763,671,10434,NRD,false,1,8122816,558272,8681088,30664230000000,30664236027254,Anaheim Elementary,841 S. SUNKIST ST.,ANAHEIM,CA,92806,841,832,CALPADS Fall 1 Submission enrollment,KG-06,2
Lincoln (Abraham) Elementary,060261000157,0602610,0602610,05503000200000,10623,691,11314,NRD,false,1,10909821,709657,11619478,30664230000000,30664236027221,Anaheim Elementary,1413 E. BRD.WAY,ANAHEIM,CA,92805,1030,1027,CALPADS Fall 1 Submission enrollment,KG-06,2
Loara Elementary,060261000158,0602610,0602610,05503000200000,12477,580,13057,NRD,false,1,6438132,299280,6737412,30664230000000,30664236027353,Anaheim Elementary,1601 W. BRD.WAY,ANAHEIM,CA,92802,524,516,CALPADS Fall 1 Submission enrollment,KG-06,2
Madison (James) Elementary,060261000159,0602610,0602610,05503000200000,11490,716,12206,NRD,false,1,6675690,415996,7091686,30664230000000,30664236027338,Anaheim Elementary,1510 S. NUTWOOD ST.,ANAHEIM,CA,92804,589,581,CALPADS Fall 1 Submission enrollment,KG-06,2
Revere (Paul) Elementary,060261000164,0602610,0602610,05503000200000,11903,687,12590,NRD,false,1,10010423,577767,10588190,30664230000000,30664236027395,Anaheim Elementary,140 W. GUINIDA LN.,ANAHEIM,CA,92805,848,841,CALPADS Fall 1 Submission enrollment,KG-06,2
Roosevelt (Theodore) Elementary,060261000165,0602610,0602610,05503000200000,13238,856,14094,NRD,false,1,5758530,372360,6130890,30664230000000,30664236027411,Anaheim Elementary,1600 E. VERMONT AVE.,ANAHEIM,CA,92805,435,435,CALPADS Fall 1 Submission enrollment,KG-06,2
Stoddard (Alexander J.) Elementary,060261000167,0602610,0602610,05503000200000,11469,715,12184,NRD,false,1,8670564,540540,9211104,30664230000000,30664236027247,Anaheim Elementary,1841 S. NINTH ST.,ANAHEIM,CA,92802,762,756,CALPADS Fall 1 Submission enrollment,KG-06,2
Sunkist Elementary,060261000168,0602610,0602610,05503000200000,11867,720,12587,NRD,false,1,8211964,498240,8710204,30664230000000,30664236027403,Anaheim Elementary,2000 W. BALL RD,ANAHEIM,CA,92806,698,692,CALPADS Fall 1 Submission enrollment,KG-06,2
Ball Junior High,060263000170,0602630,0602630,05503000300000,12229,1583,13812,13777.24974,false,NRD,11752069,1521263,13273332,30664310000000,30664316061683,Anaheim Union High,1500 W. BALL RD.,ANAHEIM,CA,92802,961,961,CALPADS Fall 1 Submission enrollment,07-08,3
Brookhurst Junior High,060263000171,0602630,0602630,05503000300000,11650,1440,13090,13055.24974,false,NRD,12780050,1579680,14359730,30664310000000,30664316058812,Anaheim Union High,601 N. BROOKHURST AVE.,ANAHEIM,CA,92801,1097,1097,CALPADS Fall 1 Submission enrollment,07-08,3
Cypress High,060263000172,0602630,0602630,05503000300000,10625,738,11363,11328.24974,false,NRD,30844375,2142414,32986789,30664310000000,30664313030038,Anaheim Union High,9801 VALLEY VIEW ST.,CYPRESS,CA,90630,2903,2903,CALPADS Fall 1 Submission enrollment,09-12,4
Gilbert High (Continuation),060263000174,0602630,0602630,05503000300000,23205,1465,24670,24635.24974,false,NRD,15547350,981550,16528900,30664310000000,30664313032786,Anaheim Union High,1800 BALL RD.,ANAHEIM,CA,92804,670,670,CALPADS Fall 1 Submission enrollment,09-12,4
Hope,060263000175,0602630,0602630,05503000300000,59134,1446,60580,60545.24974,false,NRD,14014758,342702,14357460,30664310000000,30664316066815,Anaheim Union High,7901 KNOTT AVE.,BUENA PARK,CA,90620,237,237,CALPADS Fall 1 Submission enrollment,07-12,4
Lexington Junior High,060263000179,0602630,0602630,05503000300000,10054,556,10610,10575.24974,false,NRD,14879920,822880,15702800,30664310000000,30664316085260,Anaheim Union High,4351 ORANGE AVE.,CYPRESS,CA,90630,1480,1480,CALPADS Fall 1 Submission enrollment,07-08,3
Loara High,060263000180,0602630,0602630,05503000300000,12355,1463,13818,13783.24974,false,NRD,24635870,2917222,27553092,30664310000000,30664313033784,Anaheim Union High,1765 W. CERRITOS AVE.,ANAHEIM,CA,92804,1994,1994,CALPADS Fall 1 Submission enrollment,09-12,4
Magnolia High,060263000182,0602630,0602630,05503000300000,13198,2065,15263,15228.24974,false,NRD,22462996,3514630,25977626,30664310000000,30664313034204,Anaheim Union High,2450 W. BALL RD.,ANAHEIM,CA,92804,1702,1702,CALPADS Fall 1 Submission enrollment,09-12,4
Orangeview Junior High,060263000184,0602630,0602630,05503000300000,12526,1965,14491,14456.24974,false,NRD,10910146,1711515,12621661,30664310000000,30664316058861,Anaheim Union High,3715 W. ORANGE AVE.,ANAHEIM,CA,92804,871,871,CALPADS Fall 1 Submission enrollment,07-08,3
Oxford Academy,060263007580,0602630,0602630,05503000300000,10478,440,10918,10883.24974,false,NRD,13097500,550000,13647500,30664310000000,30664313030616,Anaheim Union High,5172 ORANGE AVE.,CYPRESS,CA,90630,1250,1250,CALPADS Fall 1 Submission enrollment,07-12,4
Polaris High (Alternative),060263008115,0602630,0602630,05503000300000,14432,113,14545,14510.24974,false,NRD,1515360,11865,1527225,30664310000000,30664313030384,Anaheim Union High,1800 W. BALL RD.,ANAHEIM,CA,92804,105,105,CALPADS Fall 1 Submission enrollment,07-12,4
Savanna High,060263000187,0602630,0602630,05503000300000,12007,1526,13533,13498.24974,false,NRD,22369041,2842938,25211979,30664310000000,30664313036712,Anaheim Union High,301 N. GILBERT ST.,ANAHEIM,CA,92801,1863,1863,CALPADS Fall 1 Submission enrollment,09-12,4
Western High,060263000192,0602630,0602630,05503000300000,12027,1400,13427,13392.24974,false,NRD,23356434,2718800,26075234,30664310000000,30664313038239,Anaheim Union High,501 S. W.ERN AVE.,ANAHEIM,CA,92804,1942,1942,CALPADS Fall 1 Submission enrollment,09-12,4
